N,P,K,temperature,humidity,ph,rainfall,label
94,121,161,35.63996655193795,38.36972579137688,4.514744305782506,106.16745651163129,mungbean
89,39,63,21.763596639099116,84.68845575432385,5.564275438298422,136.49091802835855,mungbean
120,32,128,25.27469566584612,52.389223766966836,5.761482871465181,126.6900847234624,mungbean
69,31,34,37.542446572441314,62.89640367622197,5.382563932953302,163.30051344604257,mungbean
15,40,153,36.128013177168015,49.29396635521446,4.982973634410871,122.99240742135387,mungbean
85,94,132,19.834779366989597,31.31672979986502,7.850373562837401,136.5677587739705,mungbean
123,110,198,33.74467208672236,97.11874297791242,9.472796898562217,279.951818858856,mungbean
17,59,90,37.385443945388246,68.14448003177085,9.311823967924985,61.68769354503429,mungbean
98,81,63,28.08295940263068,22.98068998812286,7.299701107696796,241.07285771310288,mungbean
36,8,172,20.553575666869065,96.23768607106724,4.570135223421761,176.80793214369524,mungbean
18,58,171,32.31902052758722,35.98271297871831,4.9752133764400766,144.12582285546955,mungbean
5,89,166,22.93377922172473,23.231539353027966,8.909474222651538,122.86358136568313,mungbean
50,72,89,18.46493560739018,47.64778788505473,9.462646710864274,250.51828738432445,mungbean
67,33,31,37.74824902148371,18.289361100526484,9.196293717203696,71.70196983394084,mungbean
82,47,86,29.17958191891191,90.61872943422473,4.735574728362863,151.80923338556792,mungbean
85,46,18,23.235117417784018,59.50333436973295,7.28441091264457,120.62728170390184,mungbean
1,119,194,27.412693992337882,54.509989336120334,4.642939667263534,56.7036837828264,mungbean
38,28,42,27.6296704836011,92.8356190395457,5.873105367137893,128.50435038465875,mungbean
122,82,163,32.091009616348444,48.75463170028706,9.77616391372364,112.32211483265911,mungbean
135,80,100,29.429229829827374,22.935920441277432,4.556934061101947,45.67731451528105,mungbean
111,7,117,24.904169516958312,78.92250931817743,6.626816966673552,223.2438040585915,mungbean
40,58,181,33.41588375373262,68.37305362112036,6.165799998674635,92.11530155854844,mungbean
115,22,7,25.35458833968563,62.646425824360364,8.307679752143958,63.603461156186995,mungbean
17,82,33,28.596483253915558,48.53570027104875,8.459896256995757,50.35665705035659,mungbean
17,42,5,21.625124177666326,33.88057993178734,7.680881205074608,75.42678051358932,mungbean
27,62,101,29.32014036520186,49.98677945933217,8.329535034406684,100.8283675175085,mungbean
87,58,70,17.468625517115044,52.191716784330914,8.118790024120466,152.6957520825573,mungbean
19,40,134,25.31003556967586,39.08063793693589,6.727015363680314,251.60099711868412,mungbean
4,5,39,24.419290674886447,79.18332859675856,9.331778240546472,23.871765577711667,mungbean
101,23,99,30.668186066092822,27.340882444635373,6.530939937128221,27.537312456755956,blackgram
68,65,200,19.95940578090985,44.15690778563736,6.227515033560825,88.26201420760763,blackgram
2,59,8,34.958835872905794,71.95344870943323,6.326354777192369,222.0856143838505,blackgram
122,108,141,28.493537247206724,53.70240360683933,7.212379472412963,255.23004116587921,blackgram
67,36,192,27.71168654821301,31.998372368113117,7.903017315832369,30.149309899674233,blackgram
87,104,193,28.767497039503656,27.383744774292058,7.701023375076865,112.46988704626403,blackgram
95,125,148,22.708883417642344,95.99814346990834,9.37407888759613,74.835928026407,blackgram
36,97,169,23.220977556010848,25.086762008885984,9.526185222287184,152.90049499730455,blackgram
18,106,109,16.66756442933602,62.82913534195829,8.954589897437009,74.03502443925424,blackgram
113,140,23,19.210374476916197,98.52231674620131,4.9468946132747575,200.75696694006953,blackgram
125,121,189,22.058154514248027,60.01702326145785,5.30386915150043,48.820359079930235,blackgram
16,51,157,33.019602397995754,82.04988936389461,5.684426793831144,269.0081592688276,blackgram
28,74,29,32.296015933573344,48.322994915116155,5.469447625387437,54.19487725766863,blackgram
30,56,59,18.565378701517638,73.9434841435976,9.188656067756419,70.14508172168941,blackgram
132,105,129,32.632316002329496,84.87103531515697,6.3620353717545415,205.27562014325343,blackgram
41,25,93,18.45000721529525,20.83111480572863,5.031124293241855,136.5819994890218,blackgram
120,56,17,27.7371425827877,51.0853984159754,9.146025595815056,92.33909559732352,blackgram
125,127,62,27.574008358224557,33.65736823566011,9.291896126944346,161.65933620089672,blackgram
55,25,167,24.05327588166924,18.607992810476453,5.679473926966428,248.7490989267683,blackgram
48,92,50,27.670619609926387,96.90443971275191,5.3606131174860545,64.22410857920256,blackgram
46,58,166,15.815539389167675,24.41702394671206,9.636792397843994,257.6474206607584,blackgram
21,59,172,28.20084382514629,81.86128371318739,7.1330457790950765,173.84463218018203,blackgram
100,81,102,15.234712869503772,81.62375251748257,9.86530854807741,246.5683352162471,blackgram
59,5,89,35.73143962632747,19.42846020065863,7.4340595284671895,48.858600608968096,blackgram
4,122,143,26.105487952667424,75.03936047381139,7.2607294534459035,47.49349604256015,blackgram
18,29,100,16.323246699522606,34.99036074532407,5.494431009673289,275.1086552876931,blackgram
12,116,25,36.16620293344686,42.46088084801619,5.077141073088217,37.70971983162782,blackgram
41,73,105,34.00551408267269,23.13433041624223,4.885094968795729,242.59668313876838,blackgram
110,68,160,26.254694490654156,25.614493062630533,9.062364886572986,94.64909037732359,blackgram
67,101,50,30.570835922786138,42.51902656649684,7.9468352327769445,218.90894195789218,blackgram
2,138,203,26.228452888456133,18.72058484963019,8.182460805992646,157.0247186361545,blackgram
45,15,89,35.20905035973101,27.538530051401477,6.155869424399905,172.36163897123038,blackgram
45,137,81,15.691203645757923,75.76812808737773,7.571916679930585,190.50619053534334,blackgram
28,58,41,35.58845853664755,21.845108302028088,8.216772599697327,115.12834978087315,blackgram
26,46,141,23.263322154024145,15.337824258628292,9.378098889106367,161.65748639554897,blackgram
68,127,15,28.111360203684814,51.838346457165244,4.985764786770219,209.7743224180294,blackgram
89,121,63,23.385137131204885,29.32209792858517,7.902149102063129,159.75705748000908,blackgram
7,139,199,33.20660546718992,79.8455736099492,8.448384237266787,95.59480060516768,blackgram
113,93,43,20.269166121593692,73.26210709126129,9.497503740683083,276.97180101701855,blackgram
115,58,167,24.470435298940163,92.1859880760106,6.815958952363442,273.47907802000736,blackgram
79,24,32,34.20531918516453,83.98514855366494,9.249036570061847,240.21546699979342,blackgram
7,90,19,31.137564237694516,25.386818222175258,7.633877877923917,155.60929664337408,blackgram
1,125,116,36.786957449951245,33.711499835785105,6.829803445176142,204.73008722848647,blackgram
112,92,76,24.561158160777094,39.35234598983579,6.260731092883743,58.65577028564236,blackgram
57,144,54,38.09480795224725,59.230144689861284,6.024962296064696,49.11879706430716,blackgram
10,13,32,38.63138810407171,61.42331937495236,8.188508271342975,170.26374276630008,blackgram
136,110,183,33.96691369093312,85.02567302658974,8.651275686962318,151.69898283557887,blackgram
104,141,62,36.18330914018226,18.542372766906315,8.494331721577622,95.7322367977011,blackgram
5,61,90,16.572361850744596,65.66076097922671,4.569982910278359,146.2811673952077,blackgram
79,69,39,15.064342181975055,87.26936889571249,4.745524048854702,83.76940481705509,blackgram
38,97,60,24.75365405859108,65.3611210834831,9.392531988548331,285.0965844007951,lentil
127,139,142,27.740404618413336,92.27369748586085,9.606431344246227,90.30948336895797,lentil
67,67,122,29.82571893895371,57.148646604239374,8.77854449713373,198.13235938647023,lentil
90,122,106,37.54358078670169,93.02991558751933,5.01404048537513,137.7589683500302,lentil
57,57,154,36.540676066707135,97.03955712905925,7.0645982622027095,154.7516551065806,lentil
129,123,196,18.56427441779156,70.83877450503554,7.412750288436474,163.03070564391845,lentil
20,27,103,29.60630614485302,88.54975724717552,4.736060129857728,124.37499063344835,lentil
101,44,173,15.474161809869154,53.484031371983356,5.19777399777391,195.39260806282655,lentil
8,115,170,18.717483166823875,76.59320352735277,5.898767065134622,283.9053333513103,lentil
26,132,111,22.01242889090074,25.909206968852946,8.81173868864625,70.72407635411575,lentil
109,70,190,32.48556751020759,52.97592543136763,7.345186164015863,189.1569891163291,lentil
104,17,122,28.420053523905775,85.07778266501624,6.039423632643995,55.517457591348,lentil
1,118,80,39.866653794755,29.307279978671158,7.784285888306849,133.2220558372332,lentil
58,83,85,20.491254858111404,46.92079688917292,5.661469938081899,128.14621541100828,lentil
56,50,184,20.906443169861646,44.7671898934366,7.958509163011637,271.3552482857141,lentil
18,135,203,23.296862230864726,88.41326295266832,9.444154145759134,52.64224311490351,lentil
86,126,137,20.812274059289983,22.411501354717963,4.587829923003135,50.21923914009756,lentil
81,71,155,24.689849626393734,24.6241248724493,8.735634957416561,135.83069909225208,lentil
120,63,99,22.82929692180013,32.37861525097089,6.855701388681541,265.35532700407487,lentil
17,86,37,32.340500628390004,89.39916540664409,7.9813011421496,147.3976106826316,lentil
11,75,202,33.8260726648732,83.03454497054001,4.5708622007643696,37.53632869241762,lentil
109,71,72,36.05020247968851,38.98514911233421,6.406031110693451,65.38791337404426,lentil
19,14,185,24.305516531271508,50.90428703914341,6.635984237880911,139.93585364589975,lentil
52,106,18,18.69000279882275,79.5148733519124,7.097272111882225,275.04696022772947,lentil
67,124,175,18.209419979773294,45.70317323555009,7.600118201107701,275.7959024424772,lentil
21,12,68,29.01366089505656,82.85658549973716,9.172120242823969,136.4958549482506,lentil
87,52,53,23.965982237371257,25.150525658650402,4.546961141532793,67.88191146265126,lentil
119,53,171,36.37769210551614,43.37751527144937,9.60786116564428,246.40423515702005,lentil
24,137,82,35.928607000862755,88.62748862283958,9.177307703775673,55.69925397135567,lentil
56,128,200,26.90289501383906,61.12224310873722,5.270617927294917,163.04570066815626,lentil
3,125,203,27.863035707998215,19.784415562302115,7.778768892361829,169.97379025413105,lentil
108,116,30,21.12919613219691,30.766609698561055,6.1409671256585625,208.73090520797913,lentil
109,142,145,35.37652071178136,27.75688244552213,8.831515243808918,192.99197883374399,lentil
35,40,109,27.39542527492844,71.8461217664459,8.420896357161121,257.37575740182734,lentil
107,83,15,25.93474787418273,64.37289416408952,7.6625139691664454,181.76538516566237,lentil
50,25,200,39.179601740773066,66.51674558319134,8.6028714133947,215.08327426471547,lentil
74,77,106,29.579558713664696,91.18723271278942,5.70433035010579,120.18669971169236,lentil
43,11,156,29.35739014628675,17.750596778329303,4.806292899085643,151.50532241988438,lentil
37,27,13,39.10664976581904,97.55724210076498,5.53688335409666,230.95466480530462,lentil
118,42,90,16.805838508988682,21.31966044112031,6.751963071304601,89.12603233712547,lentil
118,18,139,29.334687284020912,52.25619547484283,8.791173311532697,225.7740921108534,lentil
8,14,112,35.782757018397525,91.68787842733573,8.695244625322868,152.28161306226977,lentil
28,125,110,35.945118653703986,74.5102222479119,6.0321733141887695,37.242325652685615,lentil
53,132,173,35.039688794250104,61.28804335162484,4.690141737807675,184.79650555333743,lentil
127,104,189,27.532563946845695,81.47751659641534,8.079783490223168,167.98394573154437,lentil
46,5,27,27.71243517189476,57.31345038641212,4.5447813815166676,254.21718411341703,lentil
85,38,84,19.127284268484296,76.5244803474819,9.256140615619639,104.4867105848847,lentil
100,97,23,23.21920907386873,34.25864922674115,4.719454910578938,157.79355629081877,lentil
77,38,106,39.02816185664105,27.275940863313796,6.337050546073248,43.071803935412056,lentil
78,128,197,35.632691018141486,15.635202186032897,6.04041273691489,151.42548588450745,lentil
136,45,150,33.60318768722796,70.62315906125592,6.4447409135019225,228.15807619170212,pomegranate
24,121,119,28.766340091537696,37.37003810715243,9.504188996889912,226.6216529673698,pomegranate
112,90,124,19.86668544134125,81.34848676550699,8.327737112897468,288.77435896876176,pomegranate
62,137,115,22.372556020634597,14.808694315643645,6.677449411565691,254.45000696557827,pomegranate
101,105,94,28.546652211038715,67.88744179725931,5.970461519384129,257.35584310846514,pomegranate
136,17,23,28.33163585365842,16.306101242435172,6.601601452462979,135.47429195065953,pomegranate
90,77,170,37.32232648338972,50.02619425166932,6.574945809307392,277.514896190079,pomegranate
111,78,74,16.68598287003524,81.81288070683294,5.775968400168895,108.02399502223659,pomegranate
24,13,100,37.66444856355648,91.31989659081111,9.83419023232981,125.29331720120939,pomegranate
24,121,182,18.149758903147447,85.9447551368737,6.294636686013874,278.0647264727309,pomegranate
58,80,189,31.69652847641789,69.27185258382839,6.921464049161673,136.12467468525526,pomegranate
30,28,188,26.622129955929044,57.84650549194201,7.132004787829174,80.58480220516567,pomegranate
91,91,163,24.78063877644977,31.324921899326185,9.449835024403143,71.4014114481628,pomegranate
136,117,115,38.049169169057116,15.614386010653154,6.961712107246277,263.6485984301951,pomegranate
128,55,145,20.71068823618063,59.09604879367806,7.262210803972638,32.501268046821075,pomegranate
113,87,189,30.29841968610367,87.98537679368049,8.232392167099217,64.92806660303503,pomegranate
106,103,19,25.467977347566535,52.066517367663735,6.8123117178016,148.17245121958618,pomegranate
12,119,154,32.67384440409076,56.757575009441815,9.170556213058605,198.72043496319782,pomegranate
128,33,33,18.03345799779858,36.830401053333524,5.221952929458436,231.9004724017216,pomegranate
53,141,118,31.22219102549063,30.605919151651754,9.745594604580004,175.0947785198017,pomegranate
112,59,182,30.047568896759746,52.08764044891609,8.07147722935097,69.6622367933085,pomegranate
48,135,152,30.2025909806306,34.73122535250363,6.696543465414112,92.30646871028343,pomegranate
4,97,88,18.511823488482456,67.5427636616556,6.5893670058829015,150.30087928594952,pomegranate
13,5,149,34.07813422685474,56.54384643536061,4.978929482499872,220.31352544901702,pomegranate
41,33,156,37.9605186835682,90.57398461395238,8.274070476744111,120.71853885070237,pomegranate
92,124,144,17.091408560060255,91.3736969867807,6.575557314803181,59.78218741355175,pomegranate
40,143,161,25.82501191685085,59.341300914691026,5.202256417046567,106.01560771136214,pomegranate
15,131,28,39.63852890355887,96.5113515987885,6.812607161745403,185.98997943252672,pomegranate
14,95,27,21.478366764727095,73.6722065820819,9.522670262701235,159.8971237344154,pomegranate
59,28,161,36.08901353793544,28.12653607480047,9.869435006644569,76.23423061630582,pomegranate
32,81,118,17.060475407367296,70.98127400397851,5.562139159486901,125.6437297114296,pomegranate
41,70,109,23.815896477974707,81.66491253994803,6.921388841516581,66.97344009151765,pomegranate
18,92,166,39.748700462440326,31.496924004496066,8.221254426516932,278.11055806991874,pomegranate
42,80,146,33.52007627319661,22.297453398267887,6.94027828610669,63.88582844430515,pomegranate
104,111,106,29.073921089829174,32.50176217453928,5.2785970477183835,206.72075817427842,pomegranate
5,68,195,36.102258571497956,31.589738874182654,9.84385866579255,225.99199504127088,pomegranate
71,75,39,23.404243848665065,50.124103490228364,7.368875090229218,228.9679896984575,pomegranate
26,54,111,30.027016651236078,48.17799841066792,8.539186299044236,62.087326977616264,pomegranate
85,86,89,19.777281387829042,87.634417731747,7.404499276326618,80.27652417778013,pomegranate
77,39,11,32.788035890525485,87.20730941359247,8.45122491898551,78.16598735248388,pomegranate
38,44,12,18.9029342222222,32.612933026085045,6.9665738358622935,142.7227732014944,pomegranate
125,23,133,37.98470536011664,87.79032411523585,6.875241629972602,229.09984492033175,pomegranate
5,117,71,38.32207210182273,28.257990795360914,9.425808406854255,106.825687018803,pomegranate
108,43,73,30.983690012573593,52.231451621843675,7.055138316114133,184.0585976467736,pomegranate
103,48,160,31.092597660400614,36.51458050855739,4.723948935727268,153.9035212990404,pomegranate
106,47,100,20.82498115398727,28.294297802482458,9.373675681604944,243.47230118671516,pomegranate
30,57,51,30.52887187911991,90.3207067718071,4.526650349165985,111.62791378113394,pomegranate
69,136,145,24.28374004575238,22.405660175880623,7.540597158894054,200.03508732107534,pomegranate
31,71,99,27.398433206664972,61.92747899131784,7.738695037347007,197.21706748526367,pomegranate
113,97,190,17.765903996332586,27.32518324194124,9.10184557649877,29.174701905369915,pomegranate
42,29,194,22.840047593855804,44.773314517662214,5.053028626967802,230.6580701603253,banana
73,86,131,28.065370217822096,97.33040489859731,8.1578404041541,108.96201947051574,banana
83,113,22,34.18675078058491,67.15391498060235,7.4673134648130475,64.19395637456734,banana
75,59,8,35.361650586271054,81.36678126049533,7.448973100150457,263.92480151294495,banana
89,39,144,29.308274241175464,58.87449173578807,6.209760602010122,283.5424586062367,banana
24,88,70,36.70516333051516,25.696509798119248,6.218029590736529,27.246670233678465,banana
68,75,37,20.503997557516378,86.05786192874706,6.309887833879386,286.1369812259429,banana
128,93,201,15.246431460337874,22.383596837415258,7.559271801926416,219.20370662874151,banana
57,79,148,29.899505251321145,36.54086521931484,7.193558924752573,256.1356078197613,banana
111,33,146,19.29737226554389,79.59640876443873,8.599512008868135,273.4042007542522,banana
114,74,95,38.65509466205656,67.2495853968484,8.954248550496816,234.90090741944272,banana
136,49,71,16.136162351087197,39.814064075991,8.367580543453034,240.57208856604805,banana
111,107,25,17.791817169165576,46.11834615999014,7.700726917436683,212.4036122383146,banana
112,123,29,23.723199716783476,74.07541498597399,8.527275849965633,129.13959526647434,banana
118,18,77,25.32314429689839,81.18406045859247,9.827300887286356,42.824432201573565,banana
16,113,58,34.83706422064834,74.86319467589247,8.867654454350875,219.85593807620157,banana
120,84,177,31.695238442262657,78.94333366317593,5.077130474079538,149.82866385306951,banana
7,68,20,39.06139271653473,33.57070122125362,5.617039960559936,195.6503083705353,banana
56,72,143,27.70320941505966,80.07438951048168,8.073406643316163,230.71464798140224,banana
21,17,17,34.030210735594835,82.10579706074519,5.6346491825429945,42.69267796439873,banana
30,85,188,15.803417090867153,50.35683577376856,4.810081157142676,261.226304432105,banana
107,118,151,29.335659461879587,26.615998644259722,8.907647830730319,170.77748667927875,banana
8,126,142,21.316653374502586,78.99697848781649,8.526423284301915,88.30418219143209,banana
16,83,185,31.411438719259134,46.200998794766704,7.329591949975955,229.78922086284624,banana
34,128,105,36.008974436643435,76.11675614235203,8.177704443164325,72.48670451131011,banana
1,96,33,32.66303465690129,80.36519798429268,5.654721516127064,132.84471397420035,banana
31,117,98,35.86471075625487,84.17777836336603,8.144517882548392,112.77016169279425,banana
80,85,14,25.30074118321336,46.39611331574272,8.15538967638593,245.84591443427888,banana
106,15,86,16.567382785067338,19.656730257442536,5.668020496984164,96.30262469199238,banana
12,73,42,39.01828103747933,84.10495016297692,6.916933268795558,111.84927998451707,banana
118,62,39,35.03320227807341,86.74199584718313,9.81779739666336,59.902896849346284,banana
127,49,74,22.901813687274664,85.85304316856684,6.540750658514964,231.37756967291185,banana
119,126,124,35.1935471626248,79.96386930667643,7.425314269892471,115.48330552877323,banana
16,28,194,28.26635853527833,81.04475659081766,6.69049325872672,203.7968324825879,banana
69,62,16,29.42008467608048,74.34455249536578,6.2496881493504945,121.72789291530198,banana
41,35,67,27.204308917179347,73.17660919115744,9.208282483027896,169.35305198086917,banana
135,12,113,36.01314576872354,44.250798299984055,5.777144798876262,281.33232005325334,banana
11,75,101,21.213430572651642,48.13486850248123,7.353115131421898,269.355268664509,banana
46,40,175,33.47088304365358,33.774620634287636,5.122293834582972,222.95830294355557,banana
106,35,168,18.85346855580819,25.682810530763604,9.888665334975755,35.26746756721826,banana
97,40,132,31.30188024017121,76.07789494751523,5.867751944396982,109.05551802456195,banana
7,113,131,30.82081845434612,58.88965334762564,6.17973880322236,218.3059171970941,banana
72,80,141,31.292992234376687,94.23966053216466,6.622550760591901,199.29746860178096,banana
5,35,204,38.98846917369523,79.54216188288605,5.551557187193234,207.17215563534418,banana
89,83,72,19.332063689480922,21.907879813377292,7.3277516366971795,236.2083211065669,banana
107,98,198,37.10712888650632,76.68226828633043,8.070169579524881,153.1730204343171,banana
119,139,68,32.27304557162203,27.8062255885851,8.826503598942868,119.76720733807797,banana
50,109,131,29.373769726043857,73.77807444754426,8.01823869597948,205.7930392633284,banana
86,27,148,19.48614825200668,20.815614343185025,7.704725380810253,54.880846689546104,banana
40,26,137,22.471439155656352,28.96224173655679,6.436809578363086,161.95284284638385,banana
39,11,118,34.094562257463075,64.13931640718025,9.535693951233633,64.59734586738585,mango
31,92,191,16.79514579624379,86.56444134155645,9.198836647183098,249.85559672821432,mango
137,43,149,31.94415685138195,94.488458464477,8.833963352556617,129.27145742914942,mango
88,138,127,27.404794914095778,90.31707533336454,4.845143741139617,50.09592054345741,mango
5,135,56,16.38565611779582,19.719907086986307,8.795053857940824,107.19321023392234,mango
35,89,189,15.102700913154239,49.54120380668429,9.210644459044607,145.0095636908989,mango
40,61,178,39.42209510856386,23.02999960899566,8.872141702916986,268.6357784315679,mango
3,124,159,38.957503688458374,84.97822815895802,9.401372525680278,142.76075651993114,mango
116,52,157,24.65421113727941,76.70615731745919,6.456097004427912,100.8894133673768,mango
30,93,96,32.17263305414816,49.360830779118515,4.996500911153589,287.2021553265437,mango
115,33,180,15.335894380569593,91.29336622005081,6.538039171159969,179.22928800610896,mango
61,77,107,30.19314367819842,19.630388329694952,7.544400541635983,125.60128629430771,mango
5,117,33,38.8622473857378,65.08425743979562,4.720878640908167,59.430901347376654,mango
49,71,198,24.195363054127583,40.675621015355276,6.824878827890047,257.63812833567897,mango
34,124,182,16.516128814951387,61.900049342925605,6.240232137914575,185.8441761647837,mango
130,29,157,33.96250269118983,35.13097292152018,9.09988420516981,280.5137753612327,mango
123,90,91,27.86154950613544,29.391698663653926,7.695257964567916,113.23227064482991,mango
60,21,22,23.087198562223495,78.31242731428823,5.55819985922706,44.494750895019656,mango
111,129,57,24.773341977843053,30.074558216619142,6.598522424300659,209.06748749585523,mango
0,128,36,30.040616146996513,54.6419050582882,5.849818203667142,151.18059640298023,mango
11,49,127,26.990813049093756,35.56739881227356,4.699831501993304,47.89569096237217,mango
98,54,20,22.012344039099023,54.99373487313061,6.464588300835264,184.4700324127717,mango
22,118,183,19.373833351763512,66.77563801535821,8.86314249357112,254.23461695328137,mango
57,59,38,35.343611346198244,35.080016889618115,6.829133270283451,106.22206530359553,mango
87,23,201,24.777397979006487,40.165012726435634,6.152254497412236,259.53590740427967,mango
120,35,11,15.5739948593989,31.34207846642272,7.566158793086482,205.7022304582425,mango
73,13,23,15.21679397306601,67.0733165166146,9.416014189342633,50.195315511420205,mango
34,27,85,36.65989001907186,89.43658872108794,6.085303423474035,215.1373337032144,mango
15,112,186,39.79741512936016,88.71322403102151,8.292973222059445,247.85651608029968,mango
97,86,95,35.887539009683216,39.9763343226265,5.67444135107223,143.30714127311762,mango
6,36,42,29.113475410760053,53.1565762591732,8.730784962822765,223.00175929680012,mango
56,8,194,31.270394966370365,43.95244598129248,7.657550511242448,20.525551268717397,mango
29,130,12,23.153136513371873,60.53538524974087,5.716696800866148,33.41715952839633,mango
19,57,75,16.931031388612706,45.988341351223596,5.247512476968068,83.61752252469891,mango
104,27,45,36.370080223182754,76.8789921089279,9.080060234572652,162.35200839428066,mango
37,80,25,33.30602810087023,24.962758678778055,7.549454040065136,95.26336460086375,mango
118,34,11,25.26158201674456,15.894166718250666,8.58713644765729,119.36884484052193,mango
59,110,94,15.719807447284266,19.888703784365315,8.748642439973992,267.23918795798903,mango
89,98,65,32.95796024762742,75.65043268830662,5.9026567603134215,287.37174610937376,mango
69,51,124,36.02408774020383,28.66394089115804,8.814257266452875,175.4066563737492,mango
42,45,106,22.92308100085585,97.61148139966517,6.066479219074573,53.94187397967875,mango
43,121,139,34.53259432654377,28.587608655378574,7.2394760219697645,127.49282420728801,mango
20,81,65,22.423138887174506,49.89017344472941,5.285675459347711,114.57655437706939,mango
86,19,65,33.743843797817455,71.15271794205294,6.113074243881367,204.22935451283544,mango
38,6,174,30.36053949667268,93.93827462051553,6.678460868893998,99.5172688099897,mango
94,109,71,22.77406841612622,68.44643841301128,5.457836525425964,121.0721038320485,mango
98,134,108,15.100926902588009,58.842357000861014,7.286105984322452,282.34899810851255,mango
52,22,161,24.294593703518036,91.05186538040088,7.139664788783863,35.827474685576895,mango
97,66,185,31.315437811805012,50.10132971560459,6.341841205458198,166.41869609565794,mango
38,133,101,33.278971009552386,27.362564118232626,6.3167442228979205,282.3430841963412,mango
70,43,42,23.31615574264551,59.887131970176014,7.693406448161478,97.13014940065018,grapes
13,44,5,36.782437223058714,55.570192108838704,9.740940227607206,140.6992834850374,grapes
111,45,32,36.247494063906316,83.78125144664921,7.4813319565650405,271.3788882080253,grapes
73,94,48,30.595174730736186,63.36050579659158,5.077856792638283,34.989340260793554,grapes
68,34,162,26.25981827109986,85.48287957704082,9.091976721975701,60.19493422637491,grapes
11,82,81,23.049521438059976,48.25480704900848,4.964779960774512,198.08539152394283,grapes
39,19,173,36.30529550101709,81.45250269377895,6.794568662612099,168.81210455979272,grapes
81,101,39,21.930626636708446,54.45506048585301,6.605961382969358,99.33211944387958,grapes
99,59,120,33.61993675514906,30.77327034173166,7.040960683509269,172.5629672811777,grapes
17,123,60,17.65343223336285,37.65627544816316,4.774129573891855,170.87827191525346,grapes
6,8,199,19.037069361605827,75.52739451120715,5.077616775997587,171.8537911276498,grapes
7,38,35,32.55387675323351,52.67621224149236,4.805354340207621,157.87424506397235,grapes
51,86,18,36.670196917818345,79.82793002941925,9.319515988013299,150.87878563950233,grapes
116,135,37,17.615533063352185,68.31254218652698,5.146506281122261,68.00342884523158,grapes
57,54,68,35.243559034479375,77.93618742202594,7.71765353122019,100.75747462733933,grapes
118,90,109,30.716577889734502,42.1111576603878,6.841382592385867,278.33213637672986,grapes
43,111,21,35.23040282604608,82.7475026212135,9.066764404204067,200.12219369090266,grapes
54,101,29,33.30962920415197,62.12707977191856,6.794300770651175,73.68592394442416,grapes
2,113,178,29.547274820640407,32.08314388466525,8.247204882865033,40.12657888611074,grapes
77,73,168,15.348211752380697,74.00654326408072,5.93057994911154,106.69886439496285,grapes
17,28,172,18.41123123553146,76.96987043859282,5.572491404583176,194.77235964032343,grapes
18,144,38,24.776604473832453,58.121034402179006,5.888184243053473,181.92815868350166,grapes
97,117,73,38.26132075324042,45.84407989750069,6.120507441849113,265.13905627955836,grapes
18,47,203,32.312661183166185,18.07175018330539,8.15535763536461,223.89491064700607,grapes
128,59,102,17.908133665310086,49.541336134851655,7.675921873729677,109.66262979976342,grapes
0,106,113,36.43103271448696,65.31529508573604,7.79424007507212,26.7692499250956,grapes
12,94,20,27.64666813605747,69.78000375237295,7.3491698410412996,200.9335477591369,grapes
58,113,49,25.26246317659747,84.52778098407421,8.107275034976348,183.37595486819515,grapes
119,30,65,18.219628746581595,16.345653241827588,8.192653314392555,185.86098706949988,grapes
105,53,173,36.226958965736294,14.949873109017478,8.967025982809897,94.3413031406181,grapes
71,99,180,22.16733314922689,15.69847265387224,7.005879039576913,187.6197009201974,grapes
10,9,15,36.092255560618526,24.947121663666238,5.845121939322743,165.5274702424483,grapes
49,45,151,28.129456856490137,73.17964882687735,8.234072571813918,198.21693619635033,grapes
101,71,26,32.642476890848464,70.65583169464556,9.257253007952507,177.71672008596286,grapes
0,54,36,28.356776004785637,41.28455606396557,7.299228247712016,97.0244229686643,grapes
102,140,15,26.845934979111743,57.363302938912426,7.21291612695844,196.24124547959119,grapes
25,31,21,29.280947838558745,71.5168615973886,8.777082578683684,107.27573728059775,grapes
78,123,99,36.890312193647524,82.08035344388392,7.607885760495812,30.227041664370596,grapes
30,121,162,22.335915884100896,98.0215622407159,9.825681759409761,147.6402802105352,grapes
135,30,63,32.25621738875836,69.14153210657572,9.831885788352254,205.50641227305545,grapes
6,143,159,38.13448438027926,66.38223371258103,9.680721693649128,270.65047296024073,grapes
86,37,159,24.522785124254735,33.33984845214443,6.288235868298926,287.41117494172954,grapes
87,37,152,33.68342408851659,96.82357769843297,9.340668265831745,45.44802136317649,grapes
44,61,27,31.357450623921487,31.295805981888904,8.4627835983996,97.75764437477315,grapes
1,86,149,17.6811024080821,28.310749201037666,7.169522565069157,215.20014639775658,grapes
42,88,48,37.324816958022,57.41856114542513,5.236692053725228,199.29400944122696,grapes
44,73,13,29.424395399244837,84.8804332093365,8.288748198518409,249.5854279464708,grapes
36,132,150,30.677813239885836,24.61905070444165,9.142264334359822,286.87565845571964,grapes
113,44,76,31.66633210844607,24.272900028783983,7.677920925657398,215.45656543874873,grapes
60,59,170,17.98471940830509,27.66014791150596,7.437757641276319,229.49803747312487,grapes
22,47,148,24.24225583627618,56.80603027038954,9.606346382252463,209.14206747225128,watermelon
